Ward Code,Borough,Ward,b_w,All people,White,Mixed,Asian,Black,Chinese/Other,White British,White Irish,White Other White,Mixed White and Black Caribbean,Mixed White and Black African,Mixed White and Asian,Mixed Other Mixed,Asian or Asian British Indian,Asian or Asian British Pakistani,Asian or Asian British Bangladeshi,Asian or Asian British Other Asian,Black or Black British Black Caribbean,Black or Black British Black African,Black or Black British Other Black,Chinese or other ethnic group Chinese,Chinese or other ethnic group Other Ethnic Group,% White,% Mixed,% Asian,% Black,% Chinese/Other,% White British,% White Irish,% White Other White,% Mixed White and Black Caribbean,% Mixed White and Black African,% Mixed White and Asian,% Mixed Other Mixed,% Asian or Asian British Indian,% Asian or Asian British Pakistani,% Asian or Asian British Bangladeshi,% Asian or Asian British Other Asian,% Black or Black British Black Caribbean,% Black or Black British Black African,% Black or Black British Other Black,% Chinese or other ethnic group Chinese,% Chinese or other ethnic group Other Ethnic Group
00BJGB,Wandsworth,Earlsfield,WandsworthEarlsfield,12903,10045,399,867,1335,257,8752,364,929,149,48,89,113,285,363,55,164,657,548,130,69,188,77.9,3.1,6.7,10.3,2,67.8,2.8,7.2,1.2,0.4,0.7,0.9,2.2,2.8,0.4,1.3,5.1,4.2,1,0.5,1.5
00BJGC,Wandsworth,East Putney,WandsworthEast Putney,13196,11387,402,599,413,395,8958,405,2024,88,54,118,142,255,198,12,134,177,191,45,135,260,86.3,3,4.5,3.1,3,67.9,3.1,15.3,0.7,0.4,0.9,1.1,1.9,1.5,0.1,1,1.3,1.4,0.3,1,2
00BJGE,Wandsworth,Furzedown,WandsworthFurzedown,13539,8881,625,1660,2084,289,7455,479,947,223,96,134,172,750,409,59,442,1162,757,165,123,166,65.6,4.6,12.3,15.4,2.1,55.1,3.5,7,1.6,0.7,1,1.3,5.5,3,0.4,3.3,8.6,5.6,1.2,0.9,1.2
00BJGG,Wandsworth,Latchmere,WandsworthLatchmere,12596,8038,598,617,3074,269,6506,361,1171,237,105,118,138,193,155,125,144,1305,1451,318,98,171,63.8,4.7,4.9,24.4,2.1,51.7,2.9,9.3,1.9,0.8,0.9,1.1,1.5,1.2,1,1.1,10.4,11.5,2.5,0.8,1.4
00BJGH,Wandsworth,Nightingale,WandsworthNightingale,13549,10874,369,907,1166,233,9220,387,1267,117,49,106,97,408,240,114,145,680,379,107,115,118,80.3,2.7,6.7,8.6,1.7,68,2.9,9.4,0.9,0.4,0.8,0.7,3,1.8,0.8,1.1,5,2.8,0.8,0.8,0.9
00BJGJ,Wandsworth,Northcote,WandsworthNorthcote,12851,11096,351,412,859,133,9518,324,1254,119,32,120,80,198,114,20,80,494,272,93,55,78,86.3,2.7,3.2,6.7,1,74.1,2.5,9.8,0.9,0.2,0.9,0.6,1.5,0.9,0.2,0.6,3.8,2.1,0.7,0.4,0.6
00BJGK,Wandsworth,Queenstown,WandsworthQueenstown,12505,8852,496,533,2340,284,7114,391,1347,199,88,91,118,210,142,52,129,1031,1098,211,98,186,70.8,4,4.3,18.7,2.3,56.9,3.1,10.8,1.6,0.7,0.7,0.9,1.7,1.1,0.4,1,8.2,8.8,1.7,0.8,1.5
00BJGL,Wandsworth,Roehampton,WandsworthRoehampton,13011,10321,597,513,1267,313,8730,458,1133,248,80,122,147,142,150,52,169,497,622,148,95,218,79.3,4.6,3.9,9.7,2.4,67.1,3.5,8.7,1.9,0.6,0.9,1.1,1.1,1.2,0.4,1.3,3.8,4.8,1.1,0.7,1.7
00BJGM,Wandsworth,St Mary`s Park,WandsworthSt Mary`s Park,12395,9605,398,397,1710,285,7739,352,1514,138,78,94,88,175,128,24,70,817,728,165,130,155,77.5,3.2,3.2,13.8,2.3,62.4,2.8,12.2,1.1,0.6,0.8,0.7,1.4,1,0.2,0.6,6.6,5.9,1.3,1,1.3
00BJGN,Wandsworth,Shaftesbury,WandsworthShaftesbury,12464,10595,365,321,1047,136,9166,358,1071,117,55,93,100,153,73,20,75,610,353,84,61,75,85,2.9,2.6,8.4,1.1,73.5,2.9,8.6,0.9,0.4,0.7,0.8,1.2,0.6,0.2,0.6,4.9,2.8,0.7,0.5,0.6
00BJGP,Wandsworth,Southfields,WandsworthSouthfields,14063,11536,395,916,956,260,9494,463,1579,96,85,114,100,277,443,52,144,456,424,76,123,137,82,2.8,6.5,6.8,1.8,67.5,3.3,11.2,0.7,0.6,0.8,0.7,2,3.2,0.4,1,3.2,3,0.5,0.9,1
00BJGQ,Wandsworth,Thamesfield,WandsworthThamesfield,12344,11331,286,293,234,200,9407,389,1535,64,45,88,89,170,57,5,61,120,97,17,79,121,91.8,2.3,2.4,1.9,1.6,76.2,3.2,12.4,0.5,0.4,0.7,0.7,1.4,0.5,0,0.5,1,0.8,0.1,0.6,1
00BJGR,Wandsworth,Tooting,WandsworthTooting,13261,8001,542,2933,1442,343,6505,453,1043,169,78,149,146,1351,751,183,648,757,549,136,132,211,60.3,4.1,22.1,10.9,2.6,49.1,3.4,7.9,1.3,0.6,1.1,1.1,10.2,5.7,1.4,4.9,5.7,4.1,1,1,1.6
00BJGS,Wandsworth,Wandsworth Common,WandsworthWandsworth Common,13555,11699,357,524,809,166,10251,401,1047,107,43,109,98,190,211,31,92,458,267,84,91,75,86.3,2.6,3.9,6,1.2,75.6,3,7.7,0.8,0.3,0.8,0.7,1.4,1.6,0.2,0.7,3.4,2,0.6,0.7,0.6
00BJGT,Wandsworth,West Hill,WandsworthWest Hill,14356,11286,538,1000,1029,503,8662,453,2171,185,72,122,159,307,446,24,223,475,431,123,147,356,78.6,3.7,7,7.2,3.5,60.3,3.2,15.1,1.3,0.5,0.8,1.1,2.1,3.1,0.2,1.6,3.3,3,0.9,1,2.5
00BJGU,Wandsworth,West Putney,WandsworthWest Putney,12688,10978,401,432,528,349,9020,416,1542,125,48,125,103,158,133,30,111,244,236,48,86,263,86.5,3.2,3.4,4.2,2.8,71.1,3.3,12.2,1,0.4,1,0.8,1.2,1,0.2,0.9,1.9,1.9,0.4,0.7,2.1
00BKGA,Westminster,Abbey Road,WestminsterAbbey Road,9554,7321,308,798,333,794,4858,226,2237,25,44,122,117,462,93,88,155,102,215,16,264,530,76.6,3.2,8.4,3.5,8.3,50.8,2.4,23.4,0.3,0.5,1.3,1.2,4.8,1,0.9,1.6,1.1,2.3,0.2,2.8,5.5
00BKGB,Westminster,Bayswater,WestminsterBayswater,8145,6296,301,615,450,483,4105,300,1891,62,32,122,85,251,63,171,130,168,244,38,222,261,77.3,3.7,7.6,5.5,5.9,50.4,3.7,23.2,0.8,0.4,1.5,1,3.1,0.8,2.1,1.6,2.1,3,0.5,2.7,3.2
00BKGC,Westminster,Bryanston and Dorset Square,WestminsterBryanston and Dorset Square,10669,7866,355,1184,485,779,4904,261,2701,30,67,144,114,540,178,171,295,133,309,43,271,508,73.7,3.3,11.1,4.5,7.3,46,2.4,25.3,0.3,0.6,1.3,1.1,5.1,1.7,1.6,2.8,1.2,2.9,0.4,2.5,4.8
00BKGD,Westminster,Churchill,WestminsterChurchill,8391,6365,378,710,545,393,4778,334,1253,88,74,98,118,95,93,400,122,171,329,45,99,294,75.9,4.5,8.5,6.5,4.7,56.9,4,14.9,1,0.9,1.2,1.4,1.1,1.1,4.8,1.5,2,3.9,0.5,1.2,3.5
00BKGE,Westminster,Church Street,WestminsterChurch Street,6490,3772,365,1172,698,483,2512,250,1010,69,65,110,121,187,76,715,194,208,424,66,182,301,58.1,5.6,18.1,10.8,7.4,38.7,3.9,15.6,1.1,1,1.7,1.9,2.9,1.2,11,3,3.2,6.5,1,2.8,4.6
00BKGF,Westminster,Harrow Road,WestminsterHarrow Road,8621,5153,499,754,1813,402,3452,484,1217,123,75,148,153,144,70,374,166,1058,601,154,72,330,59.8,5.8,8.7,21,4.7,40,5.6,14.1,1.4,0.9,1.7,1.8,1.7,0.8,4.3,1.9,12.3,7,1.8,0.8,3.8
00BKGG,Westminster,Hyde Park,WestminsterHyde Park,10330,7072,495,1271,525,967,4017,243,2812,42,54,211,188,514,186,143,428,143,342,40,319,648,68.5,4.8,12.3,5.1,9.4,38.9,2.4,27.2,0.4,0.5,2,1.8,5,1.8,1.4,4.1,1.4,3.3,0.4,3.1,6.3
00BKGH,Westminster,Knightsbridge and Belgravia,WestminsterKnightsbridge and Belgravia,8949,7322,235,561,358,473,4564,227,2531,21,15,107,92,242,71,68,180,165,183,10,182,291,81.8,2.6,6.3,4,5.3,51,2.5,28.3,0.2,0.2,1.2,1,2.7,0.8,0.8,2,1.8,2,0.1,2,3.3
00BKGJ,Westminster,Lancaster Gate,WestminsterLancaster Gate,12003,8649,560,963,727,1104,4818,303,3528,77,93,185,205,369,154,164,276,241,447,39,484,620,72.1,4.7,8,6.1,9.2,40.1,2.5,29.4,0.6,0.8,1.5,1.7,3.1,1.3,1.4,2.3,2,3.7,0.3,4,5.2
00BKGK,Westminster,Little Venice,WestminsterLittle Venice,8100,6302,345,645,369,439,4192,315,1795,58,47,115,125,215,76,179,175,122,216,31,148,291,77.8,4.3,8,4.6,5.4,51.8,3.9,22.2,0.7,0.6,1.4,1.5,2.7,0.9,2.2,2.2,1.5,2.7,0.4,1.8,3.6
00BKGL,Westminster,Maida Vale,WestminsterMaida Vale,9647,7429,398,627,744,449,5162,482,1785,59,68,129,142,229,80,141,177,299,377,68,136,313,77,4.1,6.5,7.7,4.7,53.5,5,18.5,0.6,0.7,1.3,1.5,2.4,0.8,1.5,1.8,3.1,3.9,0.7,1.4,3.2
00BKGM,Westminster,Marylebone High Street,WestminsterMarylebone High Street,8860,6965,283,700,351,561,4374,230,2361,25,52,92,114,387,75,122,116,83,245,23,209,352,78.6,3.2,7.9,4,6.3,49.4,2.6,26.6,0.3,0.6,1,1.3,4.4,0.8,1.4,1.3,0.9,2.8,0.3,2.4,4
00BKGN,Westminster,Queen`s Park,WestminsterQueen`s Park,9179,5135,578,1001,2036,429,3511,553,1071,182,116,126,154,138,83,545,235,1222,573,241,52,377,55.9,6.3,10.9,22.2,4.7,38.3,6,11.7,2,1.3,1.4,1.7,1.5,0.9,5.9,2.6,13.3,6.2,2.6,0.6,4.1
00BKGQ,Westminster,St James`s,WestminsterSt James`s,8658,6975,260,496,405,522,5184,309,1482,41,38,76,105,177,28,215,76,132,237,36,287,235,80.6,3,5.7,4.7,6,59.9,3.6,17.1,0.5,0.4,0.9,1.2,2,0.3,2.5,0.9,1.5,2.7,0.4,3.3,2.7
00BKGR,Westminster,Tachbrook,WestminsterTachbrook,8342,7117,251,350,323,301,5324,361,1432,74,20,74,83,126,39,142,43,120,160,43,105,196,85.3,3,4.2,3.9,3.6,63.8,4.3,17.2,0.9,0.2,0.9,1,1.5,0.5,1.7,0.5,1.4,1.9,0.5,1.3,2.3
00BKGS,Westminster,Vincent Square,WestminsterVincent Square,8630,6671,332,672,520,435,4706,311,1654,94,62,91,85,216,56,274,126,145,330,45,181,254,77.3,3.8,7.8,6,5,54.5,3.6,19.2,1.1,0.7,1.1,1,2.5,0.6,3.2,1.5,1.7,3.8,0.5,2.1,2.9
00BKGT,Westminster,Warwick,WestminsterWarwick,8131,6846,255,417,360,253,5057,279,1510,45,36,91,83,175,68,97,77,139,190,31,102,151,84.2,3.1,5.1,4.4,3.1,62.2,3.4,18.6,0.6,0.4,1.1,1,2.2,0.8,1.2,0.9,1.7,2.3,0.4,1.3,1.9
00BKGU,Westminster,Westbourne,WestminsterWestbourne,10075,6090,636,1161,1590,598,3941,516,1633,176,131,160,169,216,79,612,254,733,711,146,124,474,60.4,6.3,11.5,15.8,5.9,39.1,5.1,16.2,1.7,1.3,1.6,1.7,2.1,0.8,6.1,2.5,7.3,7.1,1.4,1.2,4.7
00BKGW,Westminster,West End,WestminsterWest End,7463,5792,217,562,276,616,3795,233,1764,33,34,90,60,278,67,155,62,76,169,31,343,273,77.6,2.9,7.5,3.7,8.3,50.9,3.1,23.6,0.4,0.5,1.2,0.8,3.7,0.9,2.1,0.8,1,2.3,0.4,4.6,3.7
